            Time             Fpx             Fpy             Fpz             Fvx             Fvy             Fvz             Mtx             Mty             Mtz           Y+min           Y+max
         150.647          522544          304284        -52796.5         635.013         389.601         33.0746     3.18579e+06     1.37791e+06         -127696      0.00949258         6.64717
         150.661          521836          303663          -52731         634.718          388.41         34.1477     3.16743e+06     1.38817e+06         -122022      0.00696521          6.6094
         150.675          521085          303010        -52653.4         634.418         387.157         35.2633     3.14888e+06     1.39818e+06         -115732      0.00459102         6.57307
         150.689          520286          302325        -52557.9         634.098         385.852         36.4243     3.13018e+06     1.40816e+06         -109674      0.00977491         6.53699
         150.702          519450          301611        -52441.8         633.745         384.507          37.633     3.11113e+06     1.41818e+06         -105267        0.010967         6.50113
         150.716          518599          300880        -52299.8         633.349         383.137         38.8976     3.09184e+06     1.42856e+06         -104125      0.00362323         6.46369
          150.73          517738          300141        -52127.2         632.899         381.763         40.2315     3.07194e+06     1.43966e+06         -107716      0.00624397         6.42849
         150.744          516858          299389        -51921.2         632.389         380.407         41.6466     3.05096e+06       1.452e+06         -116175      0.00490567         6.39239
         150.758          515944          298607        -51682.4         631.806         379.082         43.1496      3.0282e+06     1.46621e+06         -128832      0.00553126         6.38688
         150.771          514981          297778        -51403.8          631.14         377.793         44.7403     3.00276e+06     1.48296e+06         -146038      0.00571899           6.365
         150.785          513959          296895          -51087         630.394          376.54         46.4184     2.97415e+06     1.50293e+06         -168475      0.00332034          6.3102
         150.799          512848          295929        -50723.5         629.568         375.324         48.1796     2.94055e+06     1.52768e+06         -196479       0.0106756         6.28515
         150.813          511583          294824        -50309.4         628.651         374.123         50.0167     2.89933e+06     1.55914e+06         -229270      0.00924658         6.25349
         150.826          510114          293546          -49843          627.62         372.905         51.9268     2.84828e+06     1.59961e+06         -266022      0.00754342         6.21847
          150.84          508433          292080        -49326.5         626.458         371.628         53.9046     2.78584e+06     1.65006e+06         -306066      0.00885219         6.13751
         150.854          506537          290420        -48765.2         625.144         370.257         55.9482     2.71112e+06     1.71153e+06         -349135      0.00551035         6.07297
