            Time             Fpx             Fpy             Fpz             Fvx             Fvy             Fvz             Mtx             Mty             Mtz           Y+min           Y+max
         2.60331          597358          338260        -59604.6         747.775         428.268         62.6188     3.70414e+06     2.80453e+06          315336       0.0191333         6.18114
         2.61708          597671          338894        -59553.8         747.168         429.973         63.0554     3.72958e+06     2.77633e+06          306456       0.0146606         6.15636
         2.63085          598027          339539          -59497         746.719         431.643          63.537     3.75465e+06     2.74812e+06          295761      0.00616229         6.22455
         2.64463          598401          340174          -59432         746.428         433.237         64.0548     3.77868e+06     2.72088e+06          283252       0.0115208         6.21842
          2.6584          598783          340790        -59357.3         746.286         434.721         64.5971     3.80118e+06     2.69488e+06          268989       0.0109237         6.26331
         2.67218          599160          341375        -59271.7         746.276         436.072         65.1567     3.82198e+06      2.6704e+06          253319       0.0113545         6.25087
         2.68595          599511          341923        -59173.8         746.386         437.274         65.7233     3.84049e+06     2.64775e+06          236457       0.0108147         6.23476
         2.69972          599832          342424        -59063.2           746.6         438.326         66.2881     3.85666e+06     2.62709e+06          218684       0.0138357         6.32387
          2.7135          600119          342874        -58943.2         746.889         439.228         66.8496     3.87031e+06     2.60877e+06          200108       0.0171397         6.33058
         2.72727          600386          343282        -58816.5         747.229         439.996         67.4066     3.88172e+06     2.59273e+06          181103       0.0190449         6.31814
         2.74105          600644          343651        -58687.2         747.608         440.642         67.9536     3.89123e+06     2.57922e+06          161987       0.0148268         6.30811
         2.75482          600890          343979        -58554.4          748.01         441.181         68.4899     3.89889e+06       2.568e+06          142980      0.00887476         6.31281
          2.7686          601118          344262        -58422.3         748.423         441.622         69.0088     3.90485e+06     2.55889e+06          124122       0.0138282         6.31431
         2.78237          601320          344499        -58289.2         748.842         441.977         69.5059     3.90901e+06     2.55194e+06          105489       0.0164609         6.31037
         2.79614          601493          344691        -58160.1         749.257         442.257         69.9776     3.91124e+06     2.54669e+06           87373       0.0151167         6.30196
         2.80992          601636          344840        -58026.8         749.654         442.468         70.4226     3.91181e+06     2.54316e+06         69796.6        0.011481         6.28899
         2.82369          601740          344938        -57897.8         750.021         442.622         70.8391     3.91064e+06     2.54121e+06           52477       0.0181963         6.27218
         2.83747          601802          344986          -57770         750.358         442.732         71.2305     3.90759e+06     2.54097e+06         35227.1       0.0162745         6.25179
         2.85124          601828          344990        -57642.6         750.663         442.798         71.5974     3.90265e+06     2.54215e+06         18095.1       0.0131987         6.25451
