Time,AB1N001Alpha,AB1N002Alpha,AB1N003Alpha,AB1N004Alpha,AB1N005Alpha,AB1N006Alpha,AB1N007Alpha,AB1N008Alpha,AB1N009Alpha,AB1N010Alpha,AB1N011Alpha,AB1N012Alpha,AB1N013Alpha,AB1N014Alpha,AB1N015Alpha,AB1N016Alpha,AB1N017Alpha,AB1N018Alpha,AB1N019Alpha,AB1N001Phi,AB1N002Phi,AB1N003Phi,AB1N004Phi,AB1N005Phi,AB1N006Phi,AB1N007Phi,AB1N008Phi,AB1N009Phi,AB1N010Phi,AB1N011Phi,AB1N012Phi,AB1N013Phi,AB1N014Phi,AB1N015Phi,AB1N016Phi,AB1N017Phi,AB1N018Phi,AB1N019Phi,AB1N001Cl,AB1N002Cl,AB1N003Cl,AB1N004Cl,AB1N005Cl,AB1N006Cl,AB1N007Cl,AB1N008Cl,AB1N009Cl,AB1N010Cl,AB1N011Cl,AB1N012Cl,AB1N013Cl,AB1N014Cl,AB1N015Cl,AB1N016Cl,AB1N017Cl,AB1N018Cl,AB1N019Cl,AB1N001Cd,AB1N002Cd,AB1N003Cd,AB1N004Cd,AB1N005Cd,AB1N006Cd,AB1N007Cd,AB1N008Cd,AB1N009Cd,AB1N010Cd,AB1N011Cd,AB1N012Cd,AB1N013Cd,AB1N014Cd,AB1N015Cd,AB1N016Cd,AB1N017Cd,AB1N018Cd,AB1N019Cd,AB1N001Fx,AB1N002Fx,AB1N003Fx,AB1N004Fx,AB1N005Fx,AB1N006Fx,AB1N007Fx,AB1N008Fx,AB1N009Fx,AB1N010Fx,AB1N011Fx,AB1N012Fx,AB1N013Fx,AB1N014Fx,AB1N015Fx,AB1N016Fx,AB1N017Fx,AB1N018Fx,AB1N019Fx,AB1N001Fy,AB1N002Fy,AB1N003Fy,AB1N004Fy,AB1N005Fy,AB1N006Fy,AB1N007Fy,AB1N008Fy,AB1N009Fy,AB1N010Fy,AB1N011Fy,AB1N012Fy,AB1N013Fy,AB1N014Fy,AB1N015Fy,AB1N016Fy,AB1N017Fy,AB1N018Fy,AB1N019Fy
600.000000000000000,67.121610376194440,58.901297024304853,45.228465092255156,31.609750638468821,16.106764899997128,9.573704754799277,7.503476398174984,6.008741034176016,4.787370558696089,4.978282122872966,4.178117180119946,4.316184625096845,4.717947407386151,4.793507331630750,5.117674796981262,4.753474733851760,5.309289879193090,6.507635513214153,7.276129989382766,80.429632127177257,72.209327670808349,58.536471060862581,44.917735372607531,29.414791242216420,21.053687049843614,17.665475049499268,15.019728629228958,12.582398576716692,11.522278401101895,9.539116014806739,8.504176906080518,7.842947143390054,7.112507389021206,6.643674796981262,5.616474647766077,5.679290022669229,6.613635541909380,7.382130018077993,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.633457840971046,1.406667132485868,1.188552988607994,1.067368432379695,1.030172598926798,1.050874461247095,1.008964736434331,1.023764380613504,0.972762621596028,0.981052690177623,1.013958297225171,0.978041137478837,1.033462544118913,1.138969118195644,1.200229699560963,0.500000000000000,0.500000000000000,0.500000000000000,0.350000000000000,0.242631752991478,0.018268170966168,0.012305793767396,0.010482803638555,0.008587745961147,0.008828779132830,0.007972456713249,0.008141942035639,0.006519314901432,0.006579218628942,0.007116421561594,0.006392515940199,0.007428360325978,0.009961423685041,0.011271477086860,100.359122786880533,98.622035065568596,119.786098883755628,100.069611179660825,1102.147777554592949,1594.378131366753450,1930.801532325174094,2305.373362219862884,2817.900571035037046,3464.357686016815478,3911.959396252403167,4531.421073775431068,4797.080891847685962,5276.751700192257886,5813.208757783580950,5834.527389595110435,6110.675514361961177,5007.444546471921967,5501.468478292060354,-16.834003855404742,-31.526205314356226,-73.404856667336219,-100.852546988435819,430.203928376710905,598.706614250050279,602.408028924789846,604.352365921547289,613.626976383827355,686.381328015151098,635.431860311630203,650.619375017934544,637.598324198685873,631.832187437229095,644.589580762719152,543.482894774599004,570.929748342850644,541.335025395276830,665.337840397142031
