rpts,Alpha,Phi,Cl,Cd,Fx,Fy
0.000000000000000,67.121610376194440,80.429632127177243,0.000000000000000,0.500000000000000,100.359122786880519,-16.834003855404742
1.366700000000000,58.901297024304846,72.209327670808349,0.000000000000000,0.500000000000000,98.622035065568610,-31.526205314356226
4.100000000000000,45.228465092255163,58.536471060862574,0.000000000000000,0.500000000000000,119.786098883755614,-73.404856667336219
6.833300000000000,31.609750638468821,44.917735372607531,0.000000000000000,0.350000000000000,100.069611179660825,-100.852546988435805
10.250000000000000,16.106764899997128,29.414791242216420,1.633457840971046,0.242631752991478,1102.147777554592722,430.203928376710905
14.350000000000000,9.573704754799277,21.053687049843614,1.406667132485868,0.018268170966168,1594.378131366753450,598.706614250050279
18.449999999999999,7.503476398174984,17.665475049499268,1.188552988607994,0.012305793767396,1930.801532325174094,602.408028924789733
22.550000000000001,6.008741034176016,15.019728629228958,1.067368432379695,0.010482803638555,2305.373362219862884,604.352365921547289
26.649999999999999,4.787370558696089,12.582398576716692,1.030172598926798,0.008587745961147,2817.900571035036592,613.626976383827355
30.750000000000000,4.978282122872966,11.522278401101897,1.050874461247095,0.008828779132830,3464.357686016815478,686.381328015151098
34.850000000000001,4.178117180119946,9.539116014806741,1.008964736434331,0.007972456713249,3911.959396252403167,635.431860311630203
38.950000000000003,4.316184625096845,8.504176906080518,1.023764380613504,0.008141942035639,4531.421073775431068,650.619375017934544
43.049999999999997,4.717947407386151,7.842947143390054,0.972762621596028,0.006519314901432,4797.080891847685962,637.598324198685873
47.149999999999999,4.793507331630750,7.112507389021206,0.981052690177623,0.006579218628942,5276.751700192257886,631.832187437229095
51.250000000000000,5.117674796981262,6.643674796981262,1.013958297225171,0.007116421561594,5813.208757783580950,644.589580762719152
54.666699999999999,4.753474733851760,5.616474647766077,0.978041137478837,0.006392515940199,5834.527389595110435,543.482894774599004
57.399999999999999,5.309289879193090,5.679290022669229,1.033462544118913,0.007428360325978,6110.675514361961177,570.929748342850530
60.133299999999998,6.507635513214153,6.613635541909380,1.138969118195644,0.009961423685041,5007.444546471921967,541.335025395276830
61.499899999999997,7.276129989382766,7.382130018077993,1.200229699560963,0.011271477086860,5501.468478292060354,665.337840397142031
