a1,a2,x,y,z,velocityx_avg,velocityy_avg,velocityz_avg,uu_avg,uv_avg,uw_avg,vv_avg,vw_avg,ww_avg
630.0,1.0,1909.1192008768394,1863.0,2.8000000000000114,5.758116493396593,3.1062206874592486,0.0671536472983664,1.094089975939285,0.4704781483087882,-0.04540106879348783,0.606713604462522,-0.02812468378883166,0.055045200749261794
630.0,2.0,1909.1192008768394,1863.0,3.8000000000000114,6.091304172190361,3.2811124284352617,0.08739925738452987,1.1784525205307963,0.4672465983760309,-0.04586949139511985,0.6095904466272953,-0.030602117697703362,0.08511423854847178
630.0,3.0,1909.1192008768394,1863.0,4.800000000000011,6.424491850984129,3.456004169411276,0.10764486747069335,1.2628150651223073,0.46401504844327346,-0.04633791399675187,0.6124672887920686,-0.03307955160657505,0.11518327634768175
630.0,4.0,1909.1192008768394,1863.0,5.800000000000011,6.7576795297778975,3.6308959103872898,0.1278904775568568,1.3471776097138184,0.4607834985105161,-0.04680633659838389,0.6153441309568419,-0.03555698551544675,0.14525231414689174
630.0,5.0,1909.1192008768394,1863.0,6.800000000000011,7.090867208571665,3.805787651363304,0.14813608764302028,1.4315401543053294,0.45755194857775877,-0.04727475920001591,0.6182209731216153,-0.03803441942431844,0.1753213519461017
630.0,6.0,1909.1192008768394,1863.0,7.800000000000011,7.4240548873654335,3.9806793923393173,0.16838169772918377,1.5159026988968405,0.45432039864500134,-0.04774318180164794,0.6210978152863885,-0.040511853333190136,0.20539038974531168
630.0,7.0,1909.1192008768394,1863.0,8.800000000000011,7.590878373853264,4.071517933124883,0.1820594462098132,1.563884090585403,0.45947905930463884,-0.036884362006393535,0.6322875871942062,-0.03166231287139862,0.23958542018342102
630.0,8.0,1909.1192008768394,1863.0,9.800000000000011,7.6864029207814095,4.126333673828828,0.19292239685949955,1.596273559601273,0.46823352450387407,-0.02117100975533066,0.6470400432776142,-0.017958354822180028,0.27554873318105866
630.0,9.0,1909.1192008768394,1863.0,10.800000000000011,7.7819274677095525,4.181149414532773,0.20378534750918584,1.6286630286171433,0.4769879897031093,-0.005457657504267768,0.6617924993610221,-0.004254396772961418,0.3115120461786963
630.0,10.0,1909.1192008768394,1863.0,11.800000000000011,7.877452014637697,4.235965155236719,0.21464829815887215,1.6610524976330132,0.4857424549023446,0.010255694746795104,0.67654495544443,0.009449561276257193,0.34747535917633404
630.0,11.0,1909.1192008768394,1863.0,12.800000000000011,7.97297656156584,4.290780895940664,0.2255112488085585,1.6934419666488836,0.49449692010157975,0.02596904699785799,0.6912974115278381,0.023153519325475796,0.38343867217397165
630.0,12.0,1909.1192008768394,1863.0,13.800000000000011,8.068501108493985,4.3455966366446095,0.2363741994582448,1.7258314356647537,0.503251385300815,0.04168239924892086,0.7060498676112461,0.0368574773746944,0.4194019851716093
630.0,13.0,1909.1192008768394,1863.0,14.800000000000011,8.119237164447805,4.365157144385308,0.24861744277595405,1.7686143964657202,0.520046311486917,0.06852990488526711,0.7278897356551248,0.05731955392034871,0.45085298382019134
630.0,14.0,1909.1192008768394,1863.0,15.800000000000011,8.102790483940144,4.331834802681141,0.26293112509569766,1.826987594944331,0.5489019291533193,0.11207864059953838,0.76036072163971,0.08791880821065656,0.4755355109451902
630.0,15.0,1909.1192008768394,1863.0,16.80000000000001,8.086343803432483,4.298512460976973,0.2772448074154412,1.885360793422942,0.5777575468197212,0.15562737631380966,0.7928317076242952,0.11851806250096439,0.5002180380701889
630.0,16.0,1909.1192008768394,1863.0,17.80000000000001,8.069897122924822,4.2651901192728054,0.29155848973518483,1.9437339919015533,0.6066131644861235,0.19917611202808094,0.8253026936088804,0.14911731679127224,0.5249005651951877
630.0,17.0,1909.1192008768394,1863.0,18.80000000000001,8.053450442417159,4.231867777568636,0.30587217205492845,2.002107190380164,0.6354687821525256,0.24272484774235223,0.8577736795934655,0.1797165710815801,0.5495830923201865
630.0,18.0,1909.1192008768394,1863.0,19.80000000000001,8.037003761909496,4.198545435864469,0.320185854374672,2.060480388858775,0.6643243998189279,0.28627358345662346,0.8902446655780507,0.2103158253718879,0.5742656194451854
630.0,19.0,1909.1192008768394,1863.0,20.80000000000001,8.001282071676497,4.153418923752327,0.3325523640604353,2.1095105330277315,0.6907887079651439,0.33014702218422715,0.9202594969446185,0.24083255493933534,0.5989830692714505
630.0,20.0,1909.1192008768394,1863.0,21.80000000000001,7.7920852939154805,4.00205487796843,0.3273943200403755,2.0744531884098025,0.6957312304296872,0.3769427880318219,0.9281689367490302,0.270606562001039,0.6240148234091141
