a1,a2,x,y,z,velocityx_avg,velocityy_avg,velocityz_avg
1008.0,0.0,2362.476803507357,1833.7615982463215,90.0,9.974029490277665,5.474771603483266,-0.038207676989267046
1008.0,1.0,2361.976803507357,1834.627623650106,90.0,9.978134091754448,5.474394479024895,-0.03977392397521997
1008.0,2.0,2361.476803507357,1835.4936490538903,90.0,9.98223869323123,5.474017354566524,-0.04134017096117289
1008.0,3.0,2360.976803507357,1836.3596744576748,90.0,9.986343294708012,5.473640230108153,-0.04290641794712582
1008.0,4.0,2360.476803507357,1837.2256998614591,90.0,9.990447896184794,5.473263105649782,-0.044472664933078734
1008.0,5.0,2359.976803507357,1838.0917252652437,90.0,9.994552497661576,5.472885981191411,-0.046038911919031665
1008.0,6.0,2359.476803507357,1838.957750669028,90.0,9.99865709913836,5.472508856733039,-0.04760515890498459
1008.0,7.0,2358.976803507357,1839.8237760728125,90.0,10.004501133224348,5.473400353046469,-0.04965286240908296
1008.0,8.0,2358.476803507357,1840.689801476597,90.0,10.011090638428573,5.474835543976386,-0.05190690442095802
1008.0,9.0,2357.976803507357,1841.5558268803813,90.0,10.017680143632797,5.476270734906304,-0.054160946432833076
1008.0,10.0,2357.476803507357,1842.4218522841659,90.0,10.02426964883702,5.47770592583622,-0.056414988444708124
1008.0,11.0,2356.976803507357,1843.2878776879502,90.0,10.030859154041243,5.4791411167661375,-0.05866903045658318
1008.0,12.0,2356.476803507357,1844.1539030917347,90.0,10.037448659245467,5.4805763076960545,-0.06092307246845823
1008.0,13.0,2355.976803507357,1845.0199284955193,90.0,10.04267913746465,5.4819576515261685,-0.06269767091326005
1008.0,14.0,2355.476803507357,1845.8859538993036,90.0,10.045871075206275,5.483258224706577,-0.06375310400745206
1008.0,15.0,2354.976803507357,1846.751979303088,90.0,10.049063012947899,5.4845587978869865,-0.06480853710164405
1008.0,16.0,2354.476803507357,1847.6180047068724,90.0,10.052254950689525,5.485859371067395,-0.06586397019583606
1008.0,17.0,2353.976803507357,1848.484030110657,90.0,10.055446888431149,5.487159944247804,-0.06691940329002807
1008.0,18.0,2353.476803507357,1849.3500555144415,90.0,10.058638826172773,5.488460517428212,-0.06797483638422008
1008.0,19.0,2352.976803507357,1850.2160809182258,90.0,10.061623477351441,5.489748774002709,-0.06895032187503743
1008.0,20.0,2352.476803507357,1851.0821063220103,90.0,10.062742549463483,5.490926181123997,-0.0692062789354826
1008.0,21.0,2351.976803507357,1851.9481317257946,90.0,10.063861621575523,5.492103588245285,-0.0694622359959278
1008.0,22.0,2351.476803507357,1852.8141571295791,90.0,10.064980693687565,5.4932809953665735,-0.06971819305637299
1008.0,23.0,2350.976803507357,1853.6801825333634,90.0,10.066099765799605,5.494458402487861,-0.06997415011681817
1008.0,24.0,2350.476803507357,1854.546207937148,90.0,10.067218837911646,5.4956358096091495,-0.07023010717726336
1008.0,25.0,2349.976803507357,1855.4122333409325,90.0,10.068337910023686,5.496813216730437,-0.07048606423770855
1008.0,26.0,2349.476803507357,1856.2782587447168,90.0,10.069157635647686,5.49769391726941,-0.07144815464349363
1008.0,27.0,2348.976803507357,1857.1442841485014,90.0,10.069902524649676,5.498500441162803,-0.07258677838561367
1008.0,28.0,2348.476803507357,1858.0103095522857,90.0,10.070647413651667,5.499306965056197,-0.07372540212773371
1008.0,29.0,2347.976803507357,1858.8763349560702,90.0,10.071392302653654,5.500113488949591,-0.07486402586985375
1008.0,30.0,2347.476803507357,1859.7423603598545,90.0,10.072137191655644,5.500920012842985,-0.07600264961197378
1008.0,31.0,2346.976803507357,1860.608385763639,90.0,10.072882080657633,5.5017265367363795,-0.07714127335409382
1008.0,32.0,2346.476803507357,1861.4744111674236,90.0,10.072087936388014,5.502341545945065,-0.07834709275333915
1008.0,33.0,2345.976803507357,1862.3404365712079,90.0,10.069754758846786,5.502765040469041,-0.07962010780970977
1008.0,34.0,2345.476803507357,1863.2064619749924,90.0,10.067421581305556,5.503188534993016,-0.08089312286608039
1008.0,35.0,2344.976803507357,1864.0724873787767,90.0,10.06508840376433,5.503612029516992,-0.08216613792245099
1008.0,36.0,2344.476803507357,1864.9385127825612,90.0,10.0627552262231,5.504035524040968,-0.0834391529788216
1008.0,37.0,2343.976803507357,1865.8045381863458,90.0,10.060422048681874,5.504459018564943,-0.08471216803519221
1008.0,38.0,2343.476803507357,1866.67056359013,90.0,10.057223649735054,5.504810066958942,-0.08566867179666394
1008.0,39.0,2342.976803507357,1867.5365889939146,90.0,10.050564365165869,5.504871330833031,-0.08535913037853955
1008.0,40.0,2342.476803507357,1868.402614397699,90.0,10.043905080596685,5.50493259470712,-0.08504958896041516
1008.0,41.0,2341.976803507357,1869.2686398014835,90.0,10.037245796027502,5.5049938585812095,-0.08474004754229077
1008.0,42.0,2341.476803507357,1870.134665205268,90.0,10.030586511458317,5.505055122455298,-0.08443050612416637
1008.0,43.0,2340.976803507357,1871.0006906090523,90.0,10.023927226889132,5.505116386329388,-0.08412096470604198
1008.0,44.0,2340.476803507357,1871.8667160128368,90.0,10.017267942319949,5.505177650203477,-0.08381142328791759
1008.0,45.0,2339.976803507357,1872.7327414166211,90.0,10.005367355926971,5.503140386692003,-0.07927944194186339
1008.0,46.0,2339.476803507357,1873.5987668204057,90.0,9.992884402664682,5.500869953471023,-0.0742783006038169
1008.0,47.0,2338.976803507357,1874.46479222419,90.0,9.980401449402391,5.498599520250042,-0.06927715926577042
1008.0,48.0,2338.476803507357,1875.3308176279745,90.0,9.967918496140102,5.4963290870290615,-0.06427601792772394
